token_context,word_context,seg_context,sent_cotext,label
"['6.1.1WastheUseofaGriceanMaximNecessary?', 'CanonedealeffectivelywiththeproblemofreferencewithoutaxiomatizedGriceanmaxims,forinstancebyusingonly""pettyconversationalimplicature"" #TAUTHOR_TAG,orthemetarulesofSection5.2?', 'Itseemstoanswerisno.']","['6.1.1WastheUseofaGriceanMaximNecessary?', 'CanonedealeffectivelywiththeproblemofreferencewithoutaxiomatizedGriceanmaxims,forinstancebyusingonly""pettyconversationalimplicature"" #TAUTHOR_TAG,orthemetarulesofSection5.2?', 'Itseemstoanswerisno.']","['6.1.1WastheUseofaGriceanMaximNecessary?', 'CanonedealeffectivelywiththeproblemofreferencewithoutaxiomatizedGriceanmaxims,forinstancebyusingonly""pettyconversationalimplicature"" #TAUTHOR_TAG,orthemetarulesofSection5.2?', 'Itseemstotheanswerisno.']","['6.1.1WastheUseofaGriceanMaximNecessary?', 'CanonedealeffectivelywiththeproblemofreferencewithoutaxiomatizedGriceanmaxims,forinstancebyusingonly""pettyconversationalimplicature"" #TAUTHOR_TAG,orthemetarulesofSection5.2?', 'Itseemstousthattheanswerisno.']",0
"['Weadoptthethree-levelsemanticsasaformaltoolfortheanalysisofparagraphs.', 'Thissemanticswasconstructed #TAUTHOR_TAGa,1987b)asaformalframeworkfordefaultandcommonsensereasoning.', 'Itshouldnotcomeasasurprisethatwecannowusethisapparatusfortext/discourseanalysis;afterall,manynaturallanguageinferencesarebasedondefaults,andquiteoftentheycanbereducedtochoosingmostplausibleinterpretationsofpredicates.', 'For,relating""they""to""apples""inthesentence(cf.', 'Haugeland1985p.195;Zadrozny1987a):']","['Weadoptthethree-levelsemanticsasaformaltoolfortheanalysisofparagraphs.', 'Thissemanticswasconstructed #TAUTHOR_TAGa,1987b)asaformalframeworkfordefaultandcommonsensereasoning.', 'Itshouldnotcomeasasurprisethatwecannowusethisapparatusfortext/discourseanalysis;afterall,manynaturallanguageinferencesarebasedondefaults,andquiteoftentheycanbereducedtochoosingmostplausibleinterpretationsofpredicates.', 'Forinstance,relating""they""to""apples""inthesentence(cf.', 'Haugeland1985p.195;Zadrozny1987a):']","['Weadoptthethree-levelsemanticsasaformaltoolfortheanalysisofparagraphs.', 'Thissemanticswasconstructed #TAUTHOR_TAGa,1987b)asaformalframeworkfordefaultandcommonsensereasoning.', 'Itshouldnotcomeasasurprisethatwecannowusethisapparatusfortext/discourseanalysis;afterall,manynaturallanguageinferencesarebasedondefaults,andquiteoftentheycanbereducedtochoosingmostplausibleinterpretationsofpredicates.', 'For,relating""they""to""apples""inthesentence(cf.', 'Haugeland1985p.195;Zadrozny1987a):']","['Weadoptthethree-levelsemanticsasaformaltoolfortheanalysisofparagraphs.', 'Thissemanticswasconstructed #TAUTHOR_TAGa,1987b)asaformalframeworkfordefaultandcommonsensereasoning.', 'Itshouldnotcomeasasurprisethatwecannowusethisapparatusfortext/discourseanalysis;afterall,manynaturallanguageinferencesarebasedondefaults,andquiteoftentheycanbereducedtochoosingmostplausibleinterpretationsofpredicates.', 'Forinstance,relating""they""to""apples""inthesentence(cf.', 'Haugeland1985p.195;Zadrozny1987a):']",5
"['', '', '', ',thenotionofR+M-abductionisspirituallyrelatedtothe""abductiveinference""of #AUTHOR_TAG,the""diagnosisfromfirstprinciples""of #AUTHOR_TAG,""explainability""of #AUTHOR_TAG,andthesubsetprincipleof #TAUTHOR_TAG.', 'toestablishpreciseconnectionsforthemetarulesortheprovabilityandtheR+M-abductionwouldgomuchbeyondthescopeofanargumentforthecorrespondenceofparagraphsandmodels.', '']","['', '', '', 'Similarly,thenotionofR+M-abductionisspirituallyrelatedtothe""abductiveinference""of #AUTHOR_TAG,the""diagnosisfromfirstprinciples""of #AUTHOR_TAG,""explainability""of #AUTHOR_TAG,andthesubsetprincipleof #TAUTHOR_TAG.', 'toestablishpreciseconnectionsforthemetarulesortheprovabilityandtheR+M-abductionwouldgomuchbeyondthescopeofanargumentforthecorrespondenceofparagraphsandmodels.', '']","['', '', '', ',thenotionofR+M-abductionisspirituallyrelatedtothe""abductiveinference""of #AUTHOR_TAG,the""diagnosisfromfirstprinciples""of #AUTHOR_TAG,""explainability""of #AUTHOR_TAG,andthesubsetprincipleof #TAUTHOR_TAG.', 'toestablishpreciseconnectionsforthemetarulesortheprovabilityandtheR+M-abductionwouldgomuchbeyondthescopeofanargumentforthecorrespondenceofparagraphsandmodels.', '']","['', '', '', 'Similarly,thenotionofR+M-abductionisspirituallyrelatedtothe""abductiveinference""of #AUTHOR_TAG,the""diagnosisfromfirstprinciples""of #AUTHOR_TAG,""explainability""of #AUTHOR_TAG,andthesubsetprincipleof #TAUTHOR_TAG.', 'But,obviously,tryingtoestablishpreciseconnectionsforthemetarulesortheprovabilityandtheR+M-abductionwouldgomuchbeyondthescopeofanargumentforthecorrespondenceofparagraphsandmodels.', '']",1
"['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.Chafe1979,HallidayandHasan1976,Longacre1979, #TAUTHOR_TAG,allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', 'Disclinguistsshowlittleinterestinmakingthestructuralacomputationalgrammarof.', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.Chafe1979,HallidayandHasan1976,Longacre1979, #TAUTHOR_TAG,allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', 'Discourselinguistsshowlittleinterestinmakingthestructuralacomputationalgrammarofthem.', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.Chafe1979,HallidayandHasan1976,Longacre1979, #TAUTHOR_TAG,allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', 'Disclinguistsshowlittleinterestinmakingthestructuraldescriptionsacomputationalgrammarof.', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.Chafe1979,HallidayandHasan1976,Longacre1979, #TAUTHOR_TAG,allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', 'Discourselinguistsshowlittleinterestinmakingthestructuraldescriptionspreciseenoughsothatacomputationalgrammaroftextcouldadaptthemandusethem.', '']",1
"['', '', 'Otherfactors,suchastheroleoffocus(Grosz1977,1978; #TAUTHOR_TAGorquantifierscoping(Webber1983)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', '', 'Otherfactors,suchastheroleoffocus(Grosz1977,1978; #TAUTHOR_TAGorquantifierscoping(Webber1983)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', '', 'Otherfactors,suchastheroleoffocus(Grosz1977,1978; #TAUTHOR_TAGorquantifierscoping(Webber1983)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', '', 'Otherfactors,suchastheroleoffocus(Grosz1977,1978; #TAUTHOR_TAGorquantifierscoping(Webber1983)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']",0
"['Thereferentialstructureswearegoingtousearecollectionsoflogicaltheories,buttheconceptofreferenceismoregeneral.', 'Someoftheintuitionsweassociatewiththisnotionhavebeenverywellexpressedby #TAUTHOR_TAG,pp.7-8):...Semanticsisconstrainedbyourmodelsofourselvesandourworlds.', 'havemodelsofupanddownthat']","['Thereferentialstructureswearegoingtousearecollectionsoflogicaltheories,buttheconceptofreferenceismoregeneral.', 'Someoftheintuitionsweassociatewiththisnotionhavebeenverywellexpressedby #TAUTHOR_TAG,pp.7-8):...Semanticsisconstrainedbyourmodelsofourselvesandourworlds.', 'havemodelsofupanddownthat']","['Thereferentialstructureswearegoingtousearecollectionsoflogicaltheories,buttheconceptofreferenceismoregeneral.', 'Someoftheintuitionsweassociatewiththisnotionhavebeenverywellexpressedby #TAUTHOR_TAG,pp.7-8):...Semanticsisconstrainedbyourmodelsofourselvesandourworlds.', 'Wehavemodelsofupanddownthat']","['Thereferentialstructureswearegoingtousearecollectionsoflogicaltheories,buttheconceptofreferenceismoregeneral.', 'Someoftheintuitionsweassociatewiththisnotionhavebeenverywellexpressedby #TAUTHOR_TAG,pp.7-8):...Semanticsisconstrainedbyourmodelsofourselvesandourworlds.', '']",0
"['', 'Coherenceasabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing(Hirst1987; #TAUTHOR_TAG,withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.']","['', 'Coherenceasabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing(Hirst1987; #TAUTHOR_TAG,withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.']","['', 'Coherenceasabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing(Hirst1987; #TAUTHOR_TAG,withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.']","['', ""``Coherence,''asoutlinedabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing(Hirst1987; #TAUTHOR_TAG,withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.""]",1
"['Althoughinthispaperwetakemodusponensasthemainruleofinference,ingeneralonecanconsiderdeductiveclosureswithrespecttoweaker,nonstandardlogics,(cfXXX #TAUTHOR_TAG;Frisch1987;Patel-Schneider1985).', 'ves;Pat', '']","['Althoughinthispaperwetakemodusponensasthemainruleofinference,ingeneralonecanconsiderdeductiveclosureswithrespecttoweaker,nonstandardlogics,(cfXXX #TAUTHOR_TAG;Frisch1987;Patel-Schneider1985).', '', '']","['Althoughinthispaperwetakemodusponensasthemainruleofinference,ingeneralonecanconsiderdeductiveclosureswithrespecttoweaker,nonstandardlogics,(cfXXX #TAUTHOR_TAG;Frisch1987;Patel-Schneider1985).', 'ves;Pat', '']","['Althoughinthispaperwetakemodusponensasthemainruleofinference,ingeneralonecanconsiderdeductiveclosureswithrespecttoweaker,nonstandardlogics,(cfXXX #TAUTHOR_TAG;Frisch1987;Patel-Schneider1985).', '', '']",1
"['', 'endedpowerofabduction,whichinthishelpsdeterminetheuniverseofthemodel(thatissetit).', 'Otherfactors,suchastheroleoffocus #TAUTHOR_TAG,1978;Sidner1983)orquantifierscoping(Webber)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', 'intendedpowerofabduction,whichinthishelpsdeterminetheuniverseofthemodel(thatissetit).', 'Otherfactors,suchastheroleoffocus #TAUTHOR_TAG,1978;Sidner1983)orquantifierscoping(Webber)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', 'thepowerofabduction,whichinthisframeworkhelpsdeterminetheuniverseofthemodel(thatisthesetit).', 'Otherfactors,suchastheroleoffocus #TAUTHOR_TAG,1978;Sidner1983)orquantifierscoping(Web)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']","['', 'Theyareintendedasanillustrationofthepowerofabduction,whichinthisframeworkhelpsdeterminetheuniverseofthemodel(thatisthesetofentitiesthatappearinit).', 'Otherfactors,suchastheroleoffocus #TAUTHOR_TAG,1978;Sidner1983)orquantifierscoping(Webber1983)mustplayarole,too.', 'Determiningtherelativeimportanceofthosefactors,theabovemetarules,andsyntacticclues,appearstobeaninterestingtopicinitself.']",0
"['ourfromEnglishtologicweareassuming),aphway', 'Thismeansthe""""thatbroughtthediseaseinP1willnotbeconsideredtorefertotheinfection""""""inP', 'Thisstrategyiscertainlytherightonetostartoutwith,sinceanaphoraisalwaysthemoretypicaldirectionofreferenceinEnglishprose #TAUTHOR_TAG,p.329).']","['ourfromEnglishtologicweareassumingto),way', 'Thismeansthe""it""thatbroughtthediseaseinP1willnotbeconsideredtorefertotheinfection""i""""d""in', 'Thisstrategyiscertainlytherightonetostartoutwith,sinceanaphoraisalwaysthemoretypicaldirectionofreferenceinEnglishprose #TAUTHOR_TAG,p.329).']","['ourfromEnglishtologicweareassuming),aphotherway', 'Thismeansthe""it""thatbroughtthediseaseinP1willnotbeconsideredtorefertotheinfection""i""inP', 'Thisstrategyiscertainlytherightonetostartoutwith,sinceanaphoraisalwaysthemoretypicaldirectionofreferenceinEnglishprose #TAUTHOR_TAG,p.329).']","['', 'Thismeansthatthe""it""thatbroughtthediseaseinP1willnotbeconsideredtorefertotheinfection""i""orthedeath""d""inP3.', 'Thisstrategyiscertainlytherightonetostartoutwith,sinceanaphoraisalwaysthemoretypicaldirectionofreferenceinEnglishprose #TAUTHOR_TAG,p.329).']",4
"['Wecanalsohopeforsomefine-tuningofthenotionoftopic,whichwouldpreventmanyoffensiveexamples.', 'Thisapproachistakenincomputationalsyntacticgrammars(e.g.', ' #TAUTHOR_TAG;thenumberofunlikelyparsesisseverelyreducedwheneverpossible,butnoattemptismadetodefineonlytheso-calledgrammaticalstringsofalanguage.']","['Wecanalsohopeforsomefine-tuningofthenotionoftopic,whichwouldpreventmanyoffensiveexamples.', 'Thisapproachistakenincomputationalsyntacticgrammars(e.g.', ' #TAUTHOR_TAG;thenumberofunlikelyparsesisseverelyreducedwheneverpossible,butnoattemptismadetodefineonlytheso-calledgrammaticalstringsofalanguage.']","['Wecanalsohopeforsomefine-tuningofthenotionoftopic,whichwouldpreventmanyoffensiveexamples.', 'Thisapproachistakenincomputationalsyntacticgrammars(e.g.', ' #TAUTHOR_TAG;thenumberofunlikelyparsesisseverelyreducedwheneverpossible,butnoattemptismadetodefineonlytheso-calledgrammaticalstringsofalanguage.']","['Wecanalsohopeforsomefine-tuningofthenotionoftopic,whichwouldpreventmanyoffensiveexamples.', 'Thisapproachistakenincomputationalsyntacticgrammars(e.g.', ' #TAUTHOR_TAG;thenumberofunlikelyparsesisseverelyreducedwheneverpossible,butnoattemptismadetodefineonlytheso-calledgrammaticalstringsofalanguage.']",0
"['Theideaofusingpreferencesamongtheoriesisdescribedinmoredetail.', ""``Coherence,''asoutlinedabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing #TAUTHOR_TAG;Charniak1983)withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.""]","['Theideaofusingpreferencesamongtheoriesisdescribedinmoredetail.', ""``Coherence,''asoutlinedabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing #TAUTHOR_TAG;Charniak1983)withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.""]","['Theideaofusingpreferencesamongtheoriesisitwasdescribedinmoredetail.', ""``Coherence,''asoutlinedabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing #TAUTHOR_TAG;Charniak1983)withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.""]","['Theideaofusingpreferencesamongtheoriesisnew,henceitwasdescribedinmoredetail.', ""``Coherence,''asoutlinedabove,canbeunderstoodasadeclarative(orstatic)versionofmarkerpassing #TAUTHOR_TAG;Charniak1983),withonedifference:theactivationspreadstotheoriesthatshareapredicate,notthroughtheIS-Ahierarchy,andislimitedtoelementaryfactsaboutpredicatesappearinginthetext.""]",1
"['WedonotclaimthatGlaisthebestoruniquewayofexpressingtherule""assumethatthewriterdidnotsaytoomuch.""', 'Rather,westressthepossibilitythatonecanaxiomatizeandproductivelyusesucharule.', 'Weshallseethisinthenextexample:twosentences,regardedasafragmentofparagraph,areavariationonathemeby #TAUTHOR_TAG.']","['WedonotclaimthatGlaisthebestoruniquewayofexpressingtherule""assumethatthewriterdidnotsaytoomuch.""', 'Rather,westressthepossibilitythatonecanaxiomatizeandproductivelyusesucharule.', 'Weshallseethisinthenextexample:twosentences,regardedasafragmentofparagraph,areavariationonathemeby #TAUTHOR_TAG.']","['WedonotclaimthatGlaisthebestoruniquewayofexpressingtherule""assumethatthewriterdidnotsaytoomuch.""', 'Rather,westressthepossibilitythatonecanaxiomatizeandproductivelyusesucharule.', 'Weshallseethisinthenextexample:twosentences,regardedasafragmentofparagraph,areavariationonathemeby #TAUTHOR_TAG.']","['WedonotclaimthatGlaisthebestoruniquewayofexpressingtherule""assumethatthewriterdidnotsaytoomuch.""', 'Rather,westressthepossibilitythatonecanaxiomatizeandproductivelyusesucharule.', 'Weshallseethisinthenextexample:twosentences,regardedasafragmentofparagraph,areavariationonathemeby #TAUTHOR_TAG.']",2
"['Connectivesarefunctionwords--conjunctionsandsomeadverbs--thatareresponsiblesimultformaintainingcohesivenesswithinthetextandforsignalingthenatureoftherelationshipsthatholdbetweenamongvarioustext.', '', 'butictioninthisroleitseemstohavethreesubfunctions:..', 'Opposition(called""adversative""or""contrary-to-expectation""by #TAUTHOR_TAG;cfXXXalsoQuirketal.1972,p.672).']","['Connectivesarefunctionwords--likeconjunctionsandsomeadverbs--thatareresponsiblesimultaneouslyformaintainingcohesivenesswithinthetextandforsignalingthenatureoftherelationshipsthatholdbetweenamongvarioustextunits.', '', 'inthisroleitseemstohavethreesubfunctions:..', 'Opposition(called""adversative""or""contrary-to-expectation""by #TAUTHOR_TAG;cfXXXalsoQuirketal.1972,p.672).']","['Connectivesarefunctionwords--likeconjunctionsandsomeadverbs--thatareresponsiblesimultformaintainingcohesivenesswithinthetextandforsignalingthenatureoftherelationshipsthatholdbetweenamongvarioustextunits.', '', 'inthisroleitseemstohavethreesubfunctions:..', 'Opposition(called""adversative""or""contrary-to-expectation""by #TAUTHOR_TAG;cfXXXalsoQuirketal.1972,p.672).']","['Connectivesarefunctionwords--likeconjunctionsandsomeadverbs--thatareresponsiblesimultaneouslyformaintainingcohesivenesswithinthetextandforsignalingthenatureoftherelationshipsthatholdbetweenandamongvarioustextunits.', '', '', 'Opposition(called""adversative""or""contrary-to-expectation""by #TAUTHOR_TAG;cfXXXalsoQuirketal.1972,p.672).']",0
"['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.', ' #TAUTHOR_TAG,HallidayandHasan1976,Longacre1979,Haberlandtetal.1980),allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', '', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.', ' #TAUTHOR_TAG,HallidayandHasan1976,Longacre1979,Haberlandtetal.1980),allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', '', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.', ' #TAUTHOR_TAG,HallidayandHasan1976,Longacre1979,Haberlandtetal.1980),allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', '', '']","['Althoughthereareotherdiscussionsoftheparagraphasacentralelementofdiscourse(e.g.', ' #TAUTHOR_TAG,HallidayandHasan1976,Longacre1979,Haberlandtetal.1980),allofthemshareacertainlimitationintheirformaltechniquesforanalyzingparagraphstructure.', '', '']",1
