token_context,word_context,seg_context,sent_cotext,label
"['', 'Asparsingperformanceimproves,theperformanceoflinguistic-feature-basedapproacheswillincrease.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG,andothersareprimarilyconcernedwithusingmorphemesegmentationinSMT,whichisausefulapproachfordealingwithissuesofword-formation.', 'However,thisdoesnotdealdirectlywithlinguisticfeaturesmarkedbyinflection.', '']","['', 'Asparsingperformanceimproves,theperformanceoflinguistic-feature-basedapproacheswillincrease.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG,andothersareprimarilyconcernedwithusingmorphemesegmentationinSMT,whichisausefulapproachfordealingwithissuesofword-formation.', 'However,thisdoesnotdealdirectlywithlinguisticfeaturesmarkedbyinflection.', '']","['', 'Asparsingperformanceimproves,theperformanceoflinguistic-feature-basedapproacheswillincrease.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG,andothersareprimarilyconcernedwithusingmorphemesegmentationinSMT,whichisausefulapproachfordealingwithissuesofword-formation.', 'However,thisdoesnotdealdirectlywithlinguisticfeaturesmarkedbyinflection.', '']","['', 'Asparsingperformanceimproves,theperformanceoflinguistic-feature-basedapproacheswillincrease.', ' #AUTHOR_TAG, #AUTHOR_TAG, #AUTHOR_TAG, #TAUTHOR_TAG,andothersareprimarilyconcernedwithusingmorphemesegmentationinSMT,whichisausefulapproachfordealingwithissuesofword-formation.', 'However,thisdoesnotdealdirectlywithlinguisticfeaturesmarkedbyinflection.', '']",1
"['', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', '']","['', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', '']","['', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', '']","['', 'Weusemorecomplexcontextfeatures.', ' #TAUTHOR_TAGtriedtosolvetheinflectionpredictionproblembysimplybuildinganSMTsystemfortranslatingfromstemstoinflectedforms.', ' #AUTHOR_TAGimprovedonthisbymarkingprepositionswiththecasetheymark(oneofthemostimportantmarkupsinoursystem).', '']",1
"['verbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '']","['verbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '']","['verbalmorphologyandattachedpronouns.', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '']","['', 'Therehasbeenotherworkonsolvinginflection.', ' #TAUTHOR_TAGintroducedfactoredSMT.', 'Weusemorecomplexcontextfeatures.', '']",1
"['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'""]","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'s""]","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'""]","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #AUTHOR_TAG, #TAUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'sworkshowedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance']",1
"['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', 'al']","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', '']","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', 'al']","['previousworklooksattheimpactofusingsourcesideinformation(i.e.,featurefunctionsonthealignedEnglish),suchasthoseof #TAUTHOR_TAG, #AUTHOR_TAGandothers.', 'Toutanovaet.', ""al.'sworkshowedthatitismostimportanttomodeltargetsidecoherenceandourstemmarkupalsoallowsustoaccesssourcesideinformation."", 'Usingadditionalsourcesideinformationbeyondthemarkupdidnotproduceagaininperformance']",1
"['thenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', '']","['thenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', '']","['thenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', '']","['compoundsplitting,wefollow #AUTHOR_TAG,usinglinguisticknowledgeen-codedinarule-basedmorphologicalanalyserandthenselectingthebestanalysisbasedonthegeometricmeanofwordpartfrequencies.', 'Otherapproachesuselessdeeplinguisticresources(e.g.,POS-tags #TAUTHOR_TAGorare(almost)knowledge-free(e.g., #AUTHOR_TAG).', '']",1
"['approachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', '']","['approachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', '']","['approachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', '']","['approachtoextractandclassifysocialeventsbuildsonourpreviouswork #TAUTHOR_TAG,whichinturnbuildsonworkfromtherelationextractioncommunity #AUTHOR_TAG.', 'Therefore,thetaskofrelationextractionismostcloselyrelatedtothetasksaddressedinthispaper.', '']",2
"['Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects""]","['Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects""]","['Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects""]","['Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodelingpartialinformationasin #TAUTHOR_TAG.', ""Typedfeaturestructuresasnormalformir~'~Etermsaremerelysyntacticobjects""]",0
['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG'],['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG'],['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG'],['Amoredetaileddiscussionofvariousaspectsoftheproposedparsercanbefoundin #TAUTHOR_TAG'],0
"['iningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhow']","['iningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhow']","['iningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhow']","['iningcontrolstrategiesdependsonawaytodifferentiatebetweentypesofconstraints.', ""ProceedingsofEACL'99example,theALEparser #TAUTHOR_TAGpresupposesaphrasestructurebackbonewhichcanbeusedtodeterminewhetheraconstraintistobeinterpretedbottom-uportopdown."", 'Inthecaseofselectivemagicparsingweuseso-calledparsetypeswhichallowtheusertospecifyhowconstraintsinthegrammararetobeinterpreted.', '']",0
"[',(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80�']","['others,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80¢Thepresentedresearch']","[',(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80�']","['', 'See,amongothers,(Ramakrishnanetal.1992).', 'Asshownin #TAUTHOR_TAGâ\x80¢ThepresentedresearchwascarriedoutattheUniversityofTubingen,Germany,aspartoftheSonderforschungsbereich340']",0
"['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructures']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructures']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', 'Typedfeaturestructures']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #TAUTHOR_TAG', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoT~r/:definiteclauses2Thisviewoftypedfeaturestructuresdiffersfromtheperspectiveontypedfeaturestructuresasmodehngpartialinformationasin #AUTHOR_TAG.', '']",0
"['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', '']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', '']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', '']","['featuregrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar #TAUTHOR_TAG.', '3 #AUTHOR_TAGproposeacompilationoflexicalrulesintoTITdefiniteclauseswhichareusedtorestrictlexicalentries.', '']",0
"['amongothers, #TAUTHOR_TAG.', '']","['amongothers, #TAUTHOR_TAG.', '']","['amongothers, #TAUTHOR_TAG.', '']","['isacompilationtechniqueoriginallydevelopedforgoal-directedbottom-upprocessingoflogicprograms.', 'See,amongothers, #TAUTHOR_TAG.', 'Asshownin #AUTHOR_TAGmagicisaninterestingtechniquewithrespecttonaturallanguageprocessingasitincorporatesfilteringintothelogicunderlyingthegrammarandenableselegantcontrolindependentfilteringimprovements.', '']",0
"['', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars']","['', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars']","['', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars']","['', 'TheConTrollgrammardevelopmentsystemasdescribedin #TAUTHOR_TAGb)implementstheabovementionedtechniquesforcompilinganHPSGtheoryintotypedfeaturegrammars']",0
"['outiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG']","['outiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG']","['outiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG']","['outiningappearsundermanydifferentguises,likeforexample,suspension,residuation,(goal)freezing,andblocking.', 'Seealso #TAUTHOR_TAG']",0
"['theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies.', 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '']","['theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies.', 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '']","['theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies.', 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '']","['', ""IncontrasttoJohnsonandDSrre'sdeductionsystem,though,theselectivemagicparsingapproachcombinestop-downandbottom-upcontrolstrategies."", 'AssuchitresemblestheparserofthegrammardevelopmentsystemAttributeLanguageEngine(ALE)of #TAUTHOR_TAG.', '']",1
"['', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensive']","['', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensive']","['', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', 'Typedfeaturegrammarconstraintsthatareinexpensive']","['', 'TypedfeaturegrammarscanbeusedasthebasisforimplementationsofHead-drivenPhraseStructureGrammar(HPSG; #AUTHOR_TAGasdiscussedin #TAUTHOR_TAGa)and #AUTHOR_TAG.', '']",2
"['See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAG']","['See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAGb)']","['See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', ' #AUTHOR_TAGb)']","['See #TAUTHOR_TAGforadiscussionoftheappropriatenessofTIGforHPSGandacomparisonwithotherfeaturelogicapproachesdesignedforHPSG.', 'append([~,[~,[~).', '']",0
"['', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage']","['', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage']","['', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage']","['', 'Forexample,headwordsinbothlanguagesarechosentoforceasynchronizedalignment(forbetterorworse)inordertosimplifycasesinvolvingso-calledhead-switching.', 'Thiscontrastswithoneofthetraditionalapproaches(e.g., #TAUTHOR_TAG;Watanabe1995)toposingthetranslationproblem,i.e.,theapproachinwhichtranslationproblemsareseenintermsofbridgingthegapbetweenthemostnaturalmonolingualrepresentationsunderlyingthesentencesofeachlanguage']",1
"['thetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions']","['thetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions']","['thetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions']","['thetransducersproducedbythetrainingmethoddescribedinthispaper,thesourceandtargetpositionsareintheset-LCB--1,0,1-RCB-,thoughwehavealsousedhandcodedtransducers #TAUTHOR_TAGandautomaticallytrainedtransducers(AlshawiandDouglas2000)withalargerrangeofpositions']",5
"['thesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptsto']","['thesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptsto']","['thesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptsto']","['thesametime,webelieveourmethodhasadvantagesovertheapproachdevelopedinitiallyatIBM #TAUTHOR_TAG;Brownetal.1993)fortrainingtranslationsystemsautomatically.', 'Oneadvantageisthatourmethodattemptstomodelthenaturaldecompositionofsentencesintophrases.', 'Anotheristhatthecompilationofthisdecompositionintolexicallyanchoredfinite-stateheadtransducersproducesimplementationsthataremuchmoreefficientthanthosefortheIBMmodel.', '']",1
"[""Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","[""Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","[""ofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']","['', ""1Â°Thebodyofaplancanbeanactionorsequenceofactions,agoalorsequence9MooreandParisalsonotethat``agenerationsystemmustmaintainthekindsofinformationoutlinedbyGroszandSidner'' #TAUTHOR_TAG,203)."", ""TheirplannerusesplanstructuressimilartoIGEN's,exceptthattheplanoperatorstheyusearegenerallyinstantiationsofrhetoricalrelationsdrawnfromRhetoricalStructureTheory(MannandThompson1987)."", '']",0
"['andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']","['andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']","['andseveralsystemshaveindeedaddedanadditionalcomponentbetweentheplannerandthelinguisticcomponent(Meteer1994;Panaget1994; #TAUTHOR_TAG.', '']",[' #TAUTHOR_TAG'],0
